amount,transaction_time_hour,transaction_frequency_24h,merchant_category,location_risk_score,device_risk_score,distance_from_prev_km,prev_amount_ratio,account_age_days,failed_transactions_24h,is_international,is_online,is_fraud
214.38,10,2,health_beauty,0.239,0.12,16.9,1.38,196,0,1,0,0
57.25,16,3,grocery,0.03,0.174,9.1,1.65,2643,0,0,1,0
43.3,9,4,grocery,0.02,0.341,36.0,1.01,3354,0,0,1,0
38.58,14,1,health_beauty,0.037,0.176,10.6,1.24,1731,0,0,1,0
49.96,16,2,dining,0.341,0.089,21.0,1.56,404,0,0,1,0
34.64,22,2,travel,0.069,0.218,4.1,0.98,1024,0,1,1,0
153.25,6,3,grocery,0.12,0.026,8.4,0.75,2947,0,0,0,0
23.21,12,5,entertainment,0.093,0.062,0.7,1.15,2154,0,0,0,0
360.06,4,7,clothing,0.652,0.798,351.6,9.11,52,1,1,1,1
14.95,17,1,dining,0.052,0.356,28.6,1.5,2395,0,0,1,0
55.5,10,2,health_beauty,0.051,0.049,8.8,0.82,1934,0,0,0,0
86.14,7,2,clothing,0.337,0.015,20.9,0.78,1305,0,0,1,0
55.98,17,2,clothing,0.041,0.03,2.3,0.93,1219,0,0,1,0
5.0,16,3,entertainment,0.01,0.13,3.7,1.1,1766,0,0,0,0
32.67,20,1,clothing,0.171,0.438,6.9,1.01,3541,0,0,1,0
181.6,15,1,grocery,0.155,0.027,26.4,0.51,3035,0,0,1,0
57.75,10,1,dining,0.079,0.357,26.6,0.97,817,0,0,0,0
80.29,19,1,health_beauty,0.044,0.301,6.2,1.03,416,0,0,0,0
96.5,15,2,grocery,0.243,0.049,10.8,1.55,241,0,0,1,0
27.02,6,2,gas_transport,0.061,0.237,15.4,0.96,3261,0,0,1,0
57.07,13,2,clothing,0.097,0.316,22.7,1.24,925,0,0,1,0
41.35,14,3,dining,0.036,0.085,3.1,1.56,3282,0,0,1,0
53.58,12,3,grocery,0.042,0.027,6.5,1.0,2264,0,0,0,0
86.92,8,1,clothing,0.126,0.317,10.8,0.95,2365,1,1,1,0
99.96,18,1,grocery,0.037,0.091,8.1,1.02,3363,0,0,1,0
62.29,10,4,utilities,0.223,0.222,10.2,0.83,903,0,0,0,0
192.44,4,5,electronics,0.851,0.478,393.2,4.55,70,1,1,1,1
20.61,21,5,entertainment,0.037,0.084,11.3,1.08,1667,0,0,1,0
119.36,15,1,electronics,0.366,0.5,0.5,1.28,2005,0,0,0,0
56.6,15,1,clothing,0.289,0.109,14.4,0.93,2081,0,0,0,0
75.09,8,2,gas_transport,0.423,0.341,18.2,0.68,745,0,0,1,0
1684.68,11,7,health_beauty,0.621,0.53,1153.7,4.52,86,3,1,0,1
32.79,1,1,dining,0.104,0.324,1.2,1.18,1768,0,0,0,0
120.0,22,4,electronics,0.506,0.921,1172.7,4.25,1,1,0,1,1
52.08,16,1,gas_transport,0.086,0.179,29.0,1.12,948,0,1,1,0
32.39,16,1,entertainment,0.161,0.038,1.5,1.43,2523,0,0,1,0
1134.5,6,5,travel,0.92,0.736,673.7,4.07,22,3,1,1,1
27.72,18,2,grocery,0.126,0.115,19.4,0.81,1998,0,0,0,0
33.8,10,4,utilities,0.216,0.06,1.5,0.98,955,0,0,0,0
11.34,12,2,travel,0.165,0.085,18.1,0.48,3556,0,0,1,0
43.96,11,1,grocery,0.039,0.126,10.0,1.41,1954,0,1,1,0
170.65,23,3,electronics,0.263,0.145,30.3,1.22,3271,0,0,0,0
10.48,15,1,health_beauty,0.123,0.131,3.4,1.18,2793,0,0,1,0
44.06,10,1,gas_transport,0.096,0.045,23.0,0.78,1324,0,0,1,0
368.13,1,7,electronics,0.94,0.716,292.9,1.8,95,1,1,1,1
37.25,9,3,dining,0.08,0.386,71.5,0.84,986,0,0,1,0
718.54,0,12,retail,0.968,0.825,53.0,6.4,44,1,1,1,1
118.74,19,1,utilities,0.215,0.404,4.1,0.22,1935,0,0,0,0
157.68,9,2,retail,0.093,0.472,6.3,1.43,2429,0,0,1,0
34.29,18,1,dining,0.116,0.24,1.5,1.06,2054,0,0,1,0
175.65,12,3,dining,0.086,0.5,1.5,1.04,204,0,0,1,0
16.25,14,2,clothing,0.066,0.053,9.3,1.04,2291,0,0,0,0
12.21,9,1,travel,0.166,0.123,4.5,0.79,2003,0,0,1,0
35.51,20,3,dining,0.241,0.184,4.8,0.87,193,0,0,1,0
2869.11,18,3,travel,0.775,0.69,125.1,6.09,225,1,0,1,1
21.48,12,2,gas_transport,0.094,0.068,1.0,0.93,216,0,0,1,0
37.87,8,1,dining,0.016,0.313,9.5,0.71,1648,0,0,1,0
16.35,15,1,clothing,0.104,0.185,15.6,0.88,578,0,0,1,0
49.86,11,3,dining,0.01,0.472,7.6,0.85,3337,0,0,0,0
22.53,9,1,grocery,0.01,0.391,7.2,0.9,1895,0,0,1,0
34.93,7,2,clothing,0.01,0.239,8.7,1.21,3197,0,1,1,0
19.84,17,2,grocery,0.185,0.351,7.9,0.98,1053,0,0,1,0
98.33,10,1,gas_transport,0.191,0.182,19.8,0.55,3412,0,0,1,0
34.57,22,1,dining,0.166,0.058,19.1,0.57,2001,0,0,1,0
107.02,13,1,health_beauty,0.163,0.073,9.3,1.55,794,0,0,1,0
51.0,15,3,clothing,0.28,0.067,5.6,1.63,2234,0,0,1,0
82.38,10,1,dining,0.048,0.089,2.4,1.1,1580,0,0,1,0
170.42,8,1,grocery,0.053,0.31,11.0,0.87,2213,0,0,0,0
51.23,13,2,clothing,0.187,0.5,8.6,1.11,826,0,0,1,0
27.65,19,1,grocery,0.216,0.277,15.1,1.28,2709,0,0,0,0
120.0,11,11,clothing,0.866,0.441,1072.7,2.07,439,1,1,1,1
97.63,11,1,grocery,0.21,0.069,10.1,0.59,2691,0,1,1,0
225.37,10,1,health_beauty,0.016,0.156,25.4,0.92,1769,0,0,1,0
33.32,15,1,clothing,0.103,0.238,7.0,0.72,2911,0,0,1,0
41.31,8,1,utilities,0.161,0.124,39.4,0.94,3170,0,0,1,0
78.78,19,3,clothing,0.056,0.089,0.2,1.63,2171,0,0,1,0
73.81,9,2,dining,0.239,0.5,3.1,1.07,3457,0,0,1,0
301.48,1,8,electronics,0.852,0.597,80.4,6.89,216,1,1,1,1
19.01,5,6,clothing,0.14,0.09,6.2,1.16,2112,0,0,1,0
215.94,23,4,clothing,0.768,0.853,1994.5,6.66,37,3,0,1,1
62.13,12,3,grocery,0.026,0.249,8.2,0.92,3117,0,0,1,0
10.21,12,2,dining,0.223,0.329,7.6,0.79,1057,0,0,0,0
55.7,8,2,clothing,0.021,0.27,13.2,0.59,2408,0,0,1,0
49.09,16,1,grocery,0.131,0.5,0.8,1.06,1415,0,0,1,0
34.17,11,1,dining,0.068,0.141,11.5,0.82,2246,0,0,0,0
527.45,3,8,travel,0.704,0.736,1234.5,4.65,73,4,0,1,1
22.72,21,1,health_beauty,0.063,0.402,5.2,1.7,1985,0,0,0,0
64.63,12,3,dining,0.01,0.237,6.5,1.13,1060,0,0,1,0
44.82,15,2,dining,0.025,0.397,2.9,0.83,1295,0,0,1,0
7.25,12,1,grocery,0.052,0.196,6.2,0.88,3218,0,1,1,0
54.16,13,1,clothing,0.036,0.134,15.0,0.78,209,0,0,0,0
101.09,14,1,utilities,0.165,0.127,1.7,1.54,693,1,0,1,0
99.66,15,3,grocery,0.05,0.082,21.2,0.86,2625,0,0,0,0
47.23,19,1,dining,0.42,0.042,14.9,0.91,2473,0,0,1,0
33.45,10,2,grocery,0.068,0.251,1.1,0.64,616,0,0,1,0
101.22,8,4,electronics,0.246,0.071,7.5,0.78,3074,0,0,1,0
54.0,19,4,grocery,0.085,0.415,0.6,0.75,1488,0,0,0,0
80.83,10,2,grocery,0.1,0.052,4.8,1.49,524,0,0,0,0
52.78,19,1,dining,0.119,0.038,9.3,1.34,1604,0,0,1,0
78.33,8,1,travel,0.108,0.206,3.2,0.2,1203,0,0,1,0
13.51,10,1,retail,0.061,0.276,28.6,1.19,2069,0,0,1,0
56.52,12,1,grocery,0.087,0.246,4.7,0.93,3094,1,0,1,0
50.78,19,1,grocery,0.201,0.123,33.9,1.47,1091,0,0,1,0
39.44,7,3,gas_transport,0.126,0.135,28.6,1.16,3485,0,0,0,0
83.66,8,2,dining,0.141,0.276,36.6,0.36,1515,0,0,0,0
38.73,16,1,grocery,0.191,0.303,24.9,0.94,2100,1,0,0,0
31.94,5,1,dining,0.292,0.438,1.1,0.62,2653,0,0,1,0
120.0,13,8,electronics,0.672,0.7,1115.6,4.63,277,3,1,0,1
31.23,11,1,dining,0.217,0.329,14.5,1.39,2288,1,0,1,0
8.54,9,1,retail,0.094,0.223,11.4,1.01,3094,0,0,0,0
36.25,8,2,dining,0.237,0.5,5.6,1.25,1705,0,0,1,0
118.7,11,6,dining,0.061,0.029,12.0,0.58,2554,0,0,1,0
47.5,16,1,clothing,0.357,0.116,11.8,1.27,2477,0,0,1,0
53.44,9,2,gas_transport,0.01,0.336,15.2,1.0,721,0,0,1,0
27.26,18,4,dining,0.414,0.053,7.3,0.81,2946,0,0,0,0
45.24,7,3,dining,0.311,0.218,3.8,0.84,1621,0,0,1,0
20.55,14,1,gas_transport,0.161,0.117,9.9,0.49,1094,0,0,1,0
56.61,19,1,utilities,0.216,0.223,2.8,1.07,726,0,0,1,0
14.65,6,3,grocery,0.154,0.105,3.7,0.77,2144,0,0,1,0
188.43,23,6,entertainment,0.76,0.826,32.4,10.21,80,1,1,1,1
42.49,11,1,travel,0.096,0.226,17.4,0.65,2737,0,0,0,0
1377.1,6,7,travel,0.85,0.74,1085.9,7.35,87,4,1,1,1
65.35,11,1,clothing,0.278,0.5,12.9,0.94,3489,0,0,0,0
37.87,19,1,grocery,0.256,0.174,41.4,1.74,428,0,0,1,0
29.34,10,3,utilities,0.05,0.194,2.7,1.27,2671,0,0,1,0
13.13,16,3,gas_transport,0.058,0.016,6.3,0.9,496,1,0,1,0
59.14,16,2,dining,0.078,0.048,0.6,1.35,1593,0,0,1,0
49.91,18,1,electronics,0.152,0.04,21.9,0.52,3184,0,0,1,0
35.59,21,1,electronics,0.218,0.159,5.1,0.58,2280,0,0,1,0
58.44,5,1,gas_transport,0.057,0.434,4.3,0.88,3019,0,0,1,0
18.29,11,2,grocery,0.072,0.058,31.2,0.58,245,0,0,1,0
47.7,4,2,grocery,0.052,0.226,3.1,1.09,2000,0,0,0,0
59.7,16,3,grocery,0.086,0.287,5.7,0.47,1748,0,0,1,0
478.24,6,8,clothing,0.612,0.498,1797.7,5.86,27,0,1,1,1
25.8,7,2,retail,0.324,0.092,2.4,1.69,3047,0,0,0,0
30.04,1,4,utilities,0.186,0.222,4.9,1.31,3513,0,0,1,0
70.9,13,4,clothing,0.068,0.328,7.7,1.59,2614,0,0,0,0
49.14,16,2,utilities,0.103,0.054,5.8,0.67,665,0,0,1,0
176.84,6,5,health_beauty,0.01,0.5,22.3,0.93,3524,1,0,1,0
74.81,10,3,utilities,0.065,0.035,21.8,1.05,683,0,0,0,0
94.64,19,1,dining,0.01,0.17,10.3,0.97,1133,0,0,1,0
33.18,6,1,grocery,0.122,0.116,1.3,0.29,2605,0,0,0,0
48.55,9,2,dining,0.147,0.217,9.4,0.84,1872,0,0,0,0
76.97,16,1,dining,0.055,0.112,11.4,0.98,639,0,1,1,0
137.76,9,1,dining,0.199,0.107,3.0,0.88,1795,0,0,1,0
28.47,8,2,clothing,0.036,0.053,8.7,1.57,1812,0,0,1,0
21.88,10,2,travel,0.05,0.337,4.5,0.91,2742,0,0,0,0
17.43,14,3,dining,0.045,0.067,33.4,1.21,1710,0,0,1,0
57.94,19,1,grocery,0.108,0.109,45.2,1.48,2592,1,0,1,0
70.24,18,3,clothing,0.16,0.192,16.3,1.05,692,1,0,0,0
18.82,6,3,travel,0.029,0.077,12.5,1.04,3281,0,0,0,0
37.59,10,2,grocery,0.109,0.197,6.1,1.31,2436,0,1,1,0
205.89,1,6,clothing,0.593,0.607,147.4,7.89,2,1,0,1,1
79.13,14,1,electronics,0.189,0.112,4.5,1.2,1805,0,0,1,0
30.37,12,3,travel,0.218,0.01,11.4,0.82,493,0,0,0,0
70.27,11,1,grocery,0.046,0.075,1.3,0.49,3321,0,0,0,0
25.66,7,1,utilities,0.058,0.158,3.6,0.36,661,0,1,0,0
30.79,13,1,grocery,0.024,0.355,3.3,1.49,1554,0,0,0,0
49.47,17,2,entertainment,0.011,0.09,6.7,0.61,2993,0,0,1,0
51.14,8,3,gas_transport,0.114,0.292,25.6,0.76,1169,0,1,1,0
34.12,17,1,utilities,0.279,0.227,8.5,0.73,1145,0,0,0,0
66.59,16,4,dining,0.076,0.34,3.9,0.58,1849,0,0,1,0
38.5,15,2,grocery,0.102,0.167,13.3,0.87,3359,0,0,0,0
40.3,10,1,dining,0.084,0.179,19.9,0.91,2004,2,0,1,0
36.73,6,2,grocery,0.099,0.297,7.7,1.01,1115,0,0,1,0
130.01,22,3,gas_transport,0.01,0.09,6.6,0.9,2369,0,0,1,0
51.81,17,3,electronics,0.112,0.024,3.4,1.02,363,0,0,1,0
213.25,11,1,travel,0.45,0.332,61.2,0.93,2309,0,0,0,0
28.16,10,5,grocery,0.41,0.044,35.2,1.23,1469,0,0,1,0
59.26,14,3,grocery,0.234,0.017,11.9,1.17,1726,0,0,1,0
148.69,13,1,electronics,0.01,0.374,14.8,1.36,1537,0,0,0,0
727.91,18,6,clothing,0.46,0.74,950.0,6.55,313,2,0,1,1
247.14,16,7,travel,0.814,0.752,1499.9,7.07,217,2,0,1,1
16.06,10,1,clothing,0.304,0.022,1.4,0.83,2071,0,0,1,0
60.75,11,1,dining,0.095,0.203,4.4,1.18,3539,0,0,1,0
74.92,10,2,gas_transport,0.016,0.299,2.3,1.59,1974,0,0,1,0
42.5,17,2,clothing,0.272,0.159,0.2,1.42,1280,0,0,1,0
8.97,14,4,travel,0.092,0.233,12.4,0.91,3383,1,0,0,0
251.45,3,6,electronics,0.764,0.79,61.2,5.56,471,2,1,1,1
19.79,21,1,retail,0.178,0.245,2.3,1.08,2404,0,0,1,0
39.64,21,1,dining,0.069,0.051,29.3,1.51,2008,0,0,0,0
131.74,16,2,gas_transport,0.036,0.038,2.5,1.22,3557,0,0,0,0
29.28,15,2,dining,0.19,0.13,8.6,0.97,309,0,0,1,0
13.22,22,1,gas_transport,0.158,0.106,15.5,1.31,3204,0,0,1,0
80.36,19,1,health_beauty,0.151,0.072,3.1,0.78,462,0,0,0,0
43.41,15,1,grocery,0.174,0.159,3.6,1.05,871,0,1,1,0
47.63,11,1,gas_transport,0.229,0.118,21.0,0.96,2844,0,0,1,0
51.88,12,1,grocery,0.219,0.069,4.7,1.31,3049,0,0,0,0
34.03,19,1,health_beauty,0.413,0.03,15.6,0.66,1278,0,0,1,0
19.25,19,1,gas_transport,0.368,0.182,13.0,0.84,274,0,0,0,0
55.07,21,1,gas_transport,0.016,0.38,18.3,1.68,1699,0,0,1,0
14.34,12,1,travel,0.01,0.325,14.7,0.83,2647,0,0,0,0
69.87,10,1,dining,0.011,0.138,2.2,0.81,486,0,0,1,0
508.4,1,5,retail,0.917,0.877,853.0,7.61,43,2,1,1,1
13.35,14,3,grocery,0.136,0.382,1.8,0.46,604,0,0,0,0
43.84,13,4,clothing,0.11,0.152,2.4,1.13,951,0,0,1,0
176.99,22,6,clothing,0.771,0.782,266.2,9.97,207,1,1,1,1
21.41,17,5,clothing,0.142,0.086,28.9,0.82,2580,0,0,1,0
78.42,7,5,travel,0.017,0.068,23.9,1.42,2769,0,0,0,0
16.65,17,4,gas_transport,0.037,0.103,7.6,1.05,1402,0,0,1,0
62.5,16,2,utilities,0.131,0.047,6.2,0.2,2323,0,0,1,0
21.84,15,1,dining,0.213,0.25,11.4,0.94,1975,0,0,1,0
69.35,16,2,clothing,0.45,0.462,0.4,0.9,3186,0,0,0,0
45.61,12,3,gas_transport,0.314,0.066,5.5,0.92,307,0,0,1,0
23.16,16,2,grocery,0.183,0.226,20.1,1.35,729,0,0,0,0
38.37,11,3,grocery,0.063,0.197,34.3,0.67,2489,0,0,0,0
88.47,16,1,entertainment,0.135,0.147,12.1,1.68,474,0,0,1,0
294.15,5,7,clothing,0.805,0.924,570.1,2.8,209,2,1,1,1
47.87,6,1,grocery,0.067,0.151,16.4,1.42,2481,0,0,1,0
21.15,0,4,grocery,0.017,0.067,0.1,1.22,2899,0,0,1,0
65.64,11,1,dining,0.039,0.243,2.8,0.91,1981,0,0,1,0
129.87,17,4,entertainment,0.067,0.145,14.3,0.79,545,0,0,1,0
30.33,12,4,health_beauty,0.083,0.041,6.8,0.24,2940,0,0,0,0
29.24,10,3,grocery,0.024,0.073,1.8,0.9,2104,0,0,1,0
49.64,12,1,electronics,0.169,0.255,4.4,0.83,3381,0,0,1,0
21.65,22,1,grocery,0.031,0.315,1.7,1.25,1555,0,1,0,0
54.02,15,1,entertainment,0.064,0.064,10.2,1.05,2436,0,1,1,0
26.86,12,2,dining,0.101,0.179,0.4,0.82,1132,0,0,1,0
231.2,17,2,grocery,0.118,0.067,6.5,0.58,398,0,1,1,0
61.05,16,1,gas_transport,0.109,0.376,4.5,1.01,3343,0,0,1,0
22.6,12,2,grocery,0.013,0.045,1.8,0.85,2928,0,0,1,0
93.31,8,4,grocery,0.216,0.5,0.4,1.03,345,0,0,0,0
27.49,7,1,retail,0.039,0.273,15.6,1.16,226,0,0,0,0
135.51,12,3,retail,0.052,0.158,11.9,1.36,3010,0,0,1,0
87.78,16,3,retail,0.216,0.243,3.2,1.64,1644,0,0,0,0
56.71,9,1,grocery,0.054,0.158,8.8,1.23,3127,0,0,0,0
135.78,2,5,travel,0.716,0.656,703.0,2.16,31,4,1,1,1
67.61,8,1,gas_transport,0.067,0.193,7.3,0.64,1458,0,0,0,0
116.48,9,2,clothing,0.191,0.174,13.6,1.23,1170,0,0,1,0
31.72,9,2,dining,0.053,0.342,8.2,1.17,2927,0,0,0,0
48.4,10,1,clothing,0.017,0.184,3.0,0.96,1825,0,0,1,0
42.76,5,3,entertainment,0.022,0.039,3.6,1.02,2526,0,0,0,0
65.83,13,2,clothing,0.066,0.053,16.1,0.79,2597,0,0,1,0
115.37,11,1,retail,0.096,0.097,2.3,1.42,3150,0,0,1,0
24.94,7,3,clothing,0.162,0.408,0.4,0.57,832,0,0,0,0
57.69,13,2,gas_transport,0.421,0.205,13.0,1.13,333,0,1,1,0
145.27,1,4,electronics,0.901,0.928,567.2,4.31,209,1,0,1,1
16.27,15,1,gas_transport,0.182,0.204,17.3,0.69,2213,0,0,0,0
1571.77,12,7,clothing,0.4,0.783,1836.3,3.74,90,2,1,1,1
48.14,9,1,gas_transport,0.023,0.289,3.9,1.31,2987,0,0,1,0
127.84,17,3,health_beauty,0.058,0.035,4.6,1.12,3226,0,0,0,0
20.68,14,1,grocery,0.26,0.242,3.4,0.98,2576,1,0,1,0
60.37,20,1,gas_transport,0.072,0.341,2.4,0.83,2336,0,1,1,0
24.75,9,1,gas_transport,0.133,0.225,7.8,0.6,335,0,0,1,0
10.99,7,6,gas_transport,0.102,0.093,7.9,0.91,3203,0,0,0,0
45.74,8,2,entertainment,0.021,0.073,8.9,1.3,719,0,0,0,0
303.53,11,2,grocery,0.01,0.138,30.7,1.39,1329,0,0,0,0
343.51,18,1,grocery,0.213,0.041,9.8,0.94,968,0,0,1,0
35.33,17,1,dining,0.066,0.166,7.7,1.44,816,0,0,0,0
91.62,11,3,retail,0.054,0.088,2.0,1.03,455,0,0,0,0
46.39,9,2,retail,0.161,0.023,0.7,1.61,3188,0,0,1,0
47.23,19,3,dining,0.043,0.037,12.0,0.9,2694,0,0,1,0
84.77,9,5,grocery,0.054,0.062,1.5,1.22,1660,0,0,1,0
21.3,9,3,gas_transport,0.16,0.201,3.7,1.29,1764,0,0,1,0
21.48,10,1,health_beauty,0.116,0.355,10.1,1.11,2434,0,0,1,0
12.7,6,1,electronics,0.084,0.115,0.4,1.05,554,0,1,1,0
72.42,11,1,dining,0.239,0.207,27.4,1.16,1312,0,0,1,0
54.53,13,1,health_beauty,0.055,0.078,5.9,1.42,1507,0,0,1,0
116.68,6,1,dining,0.071,0.109,28.3,0.75,2121,0,0,0,0
7.98,13,2,retail,0.134,0.081,12.4,0.82,536,0,0,1,0
135.55,1,3,travel,0.766,0.752,909.0,10.05,105,0,1,1,1
42.71,17,3,entertainment,0.043,0.26,7.8,1.35,1401,0,0,0,0
42.27,13,1,grocery,0.238,0.085,15.0,0.85,1137,0,0,0,0
53.95,10,4,grocery,0.132,0.381,5.2,1.21,2504,0,0,1,0
18.21,8,2,health_beauty,0.049,0.061,11.6,0.92,1068,1,0,1,0
131.28,5,3,gas_transport,0.24,0.163,7.8,1.19,1683,0,0,0,0
5.0,5,1,grocery,0.114,0.24,9.4,1.59,243,0,0,0,0
140.46,14,1,grocery,0.349,0.196,45.0,0.88,2356,0,0,0,0
8.33,7,3,dining,0.031,0.186,24.6,1.23,2455,0,0,1,0
315.07,0,8,electronics,0.833,0.888,1037.1,4.58,130,1,0,1,1
11.33,19,2,dining,0.406,0.139,14.5,1.23,504,0,0,1,0
87.69,15,1,entertainment,0.082,0.166,7.4,0.62,1393,0,0,0,0
19.41,11,1,health_beauty,0.328,0.014,16.3,0.93,2366,0,0,1,0
66.7,17,2,gas_transport,0.071,0.147,31.9,0.87,1668,0,0,1,0
342.7,17,3,entertainment,0.105,0.246,1.4,1.29,3504,0,0,1,0
23.54,20,1,clothing,0.356,0.238,18.6,0.93,742,0,0,1,0
20.17,5,1,travel,0.45,0.269,9.2,1.46,2457,0,0,0,0
45.18,9,1,clothing,0.07,0.01,9.8,1.09,3120,0,0,1,0
117.61,10,1,clothing,0.45,0.091,0.4,0.8,3378,0,0,0,0
41.64,9,2,electronics,0.096,0.229,15.8,0.36,2171,0,0,0,0
27.6,15,2,travel,0.288,0.291,18.5,0.2,1098,0,0,0,0
156.76,0,5,electronics,0.967,0.506,1392.2,5.46,244,1,0,1,1
43.95,10,4,utilities,0.238,0.402,12.7,0.83,1927,0,0,1,0
31.14,17,1,retail,0.27,0.314,0.4,1.13,3454,0,0,0,0
18.42,13,4,dining,0.093,0.129,2.5,1.15,3500,0,0,1,0
33.58,22,1,dining,0.183,0.097,2.9,0.79,1949,0,1,0,0
1541.52,22,6,travel,0.832,0.703,376.7,6.11,154,1,1,1,1
24.16,8,2,entertainment,0.036,0.119,3.7,1.28,1776,0,0,1,0
10.64,13,4,dining,0.012,0.109,0.5,0.41,1697,0,0,1,0
199.71,10,2,dining,0.103,0.383,34.5,0.67,1944,2,0,1,0
14.56,10,1,gas_transport,0.149,0.303,25.6,1.4,2062,0,1,1,0
17.32,8,1,dining,0.104,0.096,8.5,0.96,2501,1,0,1,0
21.99,7,6,dining,0.141,0.213,7.1,1.1,464,0,0,0,0
21.95,11,4,utilities,0.015,0.143,1.2,1.09,637,0,0,1,0
88.99,7,1,dining,0.142,0.067,4.1,0.82,1521,0,0,0,0
43.02,13,1,grocery,0.163,0.42,4.2,1.06,524,0,0,0,0
34.23,12,4,grocery,0.01,0.064,6.0,1.18,916,0,0,1,0
45.07,17,4,dining,0.039,0.17,25.7,1.09,2524,1,0,1,0
7.75,13,2,health_beauty,0.108,0.148,1.5,1.14,3286,0,0,0,0
20.69,22,1,electronics,0.098,0.099,12.4,0.59,2136,0,0,1,0
52.99,8,1,gas_transport,0.45,0.049,7.1,1.04,2821,0,0,1,0
30.46,12,1,dining,0.098,0.423,40.8,0.99,1490,0,0,1,0
12.76,14,1,dining,0.01,0.362,7.6,1.04,2723,0,1,0,0
20.11,18,3,entertainment,0.346,0.31,6.3,1.65,1053,1,0,1,0
22.21,10,2,dining,0.01,0.377,2.5,0.86,1086,0,0,1,0
123.95,14,2,grocery,0.033,0.301,3.0,0.98,466,0,0,0,0
61.39,10,3,dining,0.45,0.043,12.2,1.31,2708,0,0,0,0
5.47,19,1,dining,0.109,0.102,27.5,1.22,3173,0,0,1,0
54.98,15,2,grocery,0.056,0.183,12.3,1.38,2891,0,0,0,0
928.51,8,8,travel,0.898,0.926,1076.0,1.8,525,1,1,1,1
12.99,21,2,clothing,0.147,0.09,36.7,1.15,1123,0,0,1,0
30.45,8,1,clothing,0.133,0.336,0.4,1.46,2915,0,0,0,0
120.0,20,7,health_beauty,0.861,0.875,56.4,6.58,23,2,0,1,1
45.23,15,2,dining,0.06,0.318,5.4,1.22,3430,0,0,0,0
7.15,8,2,clothing,0.03,0.079,9.3,0.83,3102,0,0,0,0
20.34,11,1,entertainment,0.118,0.135,2.1,0.97,3374,0,0,1,0
26.19,6,2,clothing,0.066,0.057,13.0,0.66,1309,0,0,0,0
44.89,6,1,grocery,0.075,0.106,14.9,1.27,1496,0,0,1,0
148.19,19,3,travel,0.056,0.14,7.9,0.8,1577,0,0,0,0
39.62,17,2,clothing,0.132,0.175,14.4,1.26,932,0,0,0,0
14.44,15,2,retail,0.042,0.231,32.7,1.09,3475,0,0,1,0
73.73,10,1,dining,0.064,0.323,10.5,1.22,2675,0,0,0,0
187.09,10,7,travel,0.747,0.761,2014.5,5.22,146,0,0,0,1
12.38,9,2,retail,0.376,0.26,26.1,0.23,1774,0,0,0,0
636.29,11,4,clothing,0.82,0.883,482.8,4.45,133,3,1,1,1
19.62,1,2,grocery,0.128,0.214,10.1,0.98,3454,0,0,0,0
77.22,7,2,health_beauty,0.264,0.126,8.3,1.3,809,0,0,0,0
70.23,19,2,travel,0.127,0.336,7.4,1.05,2800,0,1,1,0
267.62,14,2,dining,0.301,0.224,56.3,0.83,907,0,0,1,0
1232.66,4,6,electronics,0.7,0.889,217.3,7.63,34,2,1,1,1
13.32,23,1,electronics,0.01,0.06,54.1,1.09,2660,0,0,1,0
19.71,4,4,travel,0.025,0.287,24.5,0.59,782,0,0,1,0
81.21,14,4,dining,0.106,0.175,1.7,1.03,1721,0,0,0,0
22.86,12,1,grocery,0.331,0.127,47.3,1.17,1204,0,0,0,0
181.0,6,2,gas_transport,0.01,0.263,14.2,0.78,2650,0,0,0,0
79.04,14,1,electronics,0.45,0.248,2.7,1.34,1618,0,0,1,0
35.15,13,3,entertainment,0.239,0.202,29.4,0.82,3571,0,0,0,0
16.83,12,1,travel,0.12,0.015,52.6,0.6,3084,0,0,0,0
67.22,20,3,entertainment,0.123,0.254,32.2,0.68,3174,0,0,0,0
9.58,11,1,clothing,0.079,0.054,8.0,1.24,2405,0,0,0,0
55.3,14,6,retail,0.214,0.064,4.6,0.59,2902,0,0,0,0
43.44,12,1,utilities,0.096,0.06,5.1,0.27,2068,0,0,1,0
20.13,21,1,health_beauty,0.212,0.126,3.0,0.82,1379,0,0,1,0
212.55,9,2,grocery,0.156,0.175,11.8,0.48,460,0,0,1,0
20.65,19,1,gas_transport,0.083,0.324,0.1,1.04,2856,0,0,1,0
43.26,18,1,grocery,0.04,0.089,3.6,0.71,1734,0,0,0,0
128.05,16,2,clothing,0.094,0.095,10.6,0.78,1800,0,0,0,0
24.14,18,1,clothing,0.276,0.135,29.5,1.14,1508,0,0,1,0
22.62,7,1,electronics,0.367,0.334,4.0,0.8,2984,0,0,0,0
25.22,12,1,gas_transport,0.277,0.02,28.1,1.15,1638,0,0,0,0
76.23,12,1,grocery,0.065,0.122,22.6,1.3,2611,0,0,1,0
65.45,8,2,grocery,0.174,0.229,7.6,0.97,2598,0,0,0,0
27.05,10,3,dining,0.195,0.124,4.9,0.54,2880,0,0,0,0
12.95,12,2,gas_transport,0.433,0.096,0.6,1.54,2430,0,0,1,0
10.26,7,3,health_beauty,0.19,0.123,2.6,1.3,670,0,0,0,0
34.93,19,1,dining,0.349,0.107,6.8,1.61,1275,0,0,1,0
18.25,15,1,gas_transport,0.065,0.036,10.7,0.81,3117,0,0,1,0
68.35,9,3,dining,0.033,0.272,13.9,1.31,2612,0,0,0,0
